Gene,GO_ID,GO_term
AT4G37040,GO:0031365,N-terminal protein amino acid modification
AT4G37050,GO:0006629,lipid metabolic process
AT4G37050,GO:0009737,response to abscisic acid
AT4G37060,GO:0006629,lipid metabolic process
AT4G37060,GO:0010311,lateral root formation
AT4G37070,GO:0006629,lipid metabolic process
AT4G37070,GO:0010311,lateral root formation
AT4G37080,,
AT4G37090,,
AT4G37095,GO:0008150,biological_process
AT4G37100,,
AT4G37110,GO:0006355,regulation of DNA-templated transcription
AT4G37110,GO:0010526,transposable element silencing
AT4G37120,GO:0000398,"mRNA splicing, via spliceosome"
AT4G37120,GO:0008380,RNA splicing
AT4G37120,GO:0009416,response to light stimulus
AT4G37120,GO:0009637,response to blue light
AT4G37120,GO:0010100,negative regulation of photomorphogenesis
AT4G37120,GO:0010114,response to red light
AT4G37120,GO:0010218,response to far red light
AT4G37120,GO:0010230,alternative respiration
AT4G37120,GO:0045292,"mRNA cis splicing, via spliceosome"
AT4G37120,GO:1900140,regulation of seedling development
AT4G37130,GO:0006913,nucleocytoplasmic transport
AT4G37140,GO:0009793,embryo development ending in seed dormancy
AT4G37150,GO:0009627,systemic acquired resistance
AT4G37150,GO:0009694,jasmonic acid metabolic process
AT4G37150,GO:0009696,salicylic acid metabolic process
AT4G37150,GO:0031408,oxylipin biosynthetic process
AT4G37150,GO:0050832,defense response to fungus
AT4G37160,,
AT4G37170,GO:0009451,RNA modification
AT4G37180,GO:0006355,regulation of DNA-templated transcription
AT4G37180,GO:0010629,negative regulation of gene expression
AT4G37180,GO:0034243,regulation of transcription elongation by RNA polymerase II
AT4G37180,GO:0048449,floral organ formation
AT4G37180,GO:0090701,specification of plant organ identity
AT4G37190,GO:0007005,mitochondrion organization
AT4G37200,GO:0010190,cytochrome b6f complex assembly
AT4G37210,GO:0006334,nucleosome assembly
AT4G37210,GO:0006337,nucleosome disassembly
AT4G37210,GO:0034080,CENP-A containing chromatin assembly
AT4G37220,GO:0009744,response to sucrose
AT4G37220,GO:0009749,response to glucose
AT4G37220,GO:0009750,response to fructose
AT4G37225,GO:0008150,biological_process
AT4G37230,GO:0010207,photosystem II assembly
AT4G37230,GO:0042549,photosystem II stabilization
AT4G37235,,
AT4G37240,GO:0009620,response to fungus
AT4G37250,GO:0023051,regulation of signaling
AT4G37260,GO:0006355,regulation of DNA-templated transcription
AT4G37260,GO:0006357,regulation of transcription by RNA polymerase II
AT4G37260,GO:0010929,positive regulation of auxin mediated signaling pathway
AT4G37260,GO:0019760,glucosinolate metabolic process
AT4G37260,GO:1901001,negative regulation of response to salt stress
AT4G37270,GO:0006812,monoatomic cation transport
AT4G37270,GO:0006878,intracellular copper ion homeostasis
AT4G37270,GO:0009642,response to light intensity
AT4G37270,GO:0010312,detoxification of zinc ion
AT4G37270,GO:0070574,cadmium ion transmembrane transport
AT4G37270,GO:0071577,zinc ion transmembrane transport
AT4G37270,GO:0098655,monoatomic cation transmembrane transport
AT4G37280,GO:0006325,chromatin organization
AT4G37280,GO:0006355,regulation of DNA-templated transcription
AT4G37280,GO:0006357,regulation of transcription by RNA polymerase II
AT4G37280,GO:0048586,"regulation of long-day photoperiodism, flowering"
AT4G37290,GO:0009617,response to bacterium
AT4G37290,GO:0009733,response to auxin
AT4G37290,GO:0045087,innate immune response
AT4G37290,GO:0050793,regulation of developmental process
AT4G37290,GO:2000280,regulation of root development
AT4G37295,GO:1901332,negative regulation of lateral root development
AT4G37300,GO:0009793,embryo development ending in seed dormancy
AT4G37310,,
AT4G37320,,
AT4G37330,,
AT4G37340,,
AT4G37360,GO:0008150,biological_process
AT4G37370,,
AT4G37380,GO:0009451,RNA modification
AT4G37380,GO:1900865,chloroplast RNA modification
AT4G37390,GO:0009733,response to auxin
AT4G37390,GO:0140964,intracellular auxin homeostasis
AT4G37400,GO:0042343,indole glucosinolate metabolic process
AT4G37409,,
AT4G37410,GO:0042343,indole glucosinolate metabolic process
AT4G37420,,
AT4G37430,GO:0042343,indole glucosinolate metabolic process
AT4G37432,GO:0008150,biological_process
AT4G37435,GO:0006351,DNA-templated transcription
AT4G37435,GO:0006355,regulation of DNA-templated transcription
AT4G37435,GO:0006357,regulation of transcription by RNA polymerase II
AT4G37440,,
AT4G37445,,
AT4G37450,GO:0009554,megasporogenesis
AT4G37460,GO:0031348,negative regulation of defense response
AT4G37460,GO:0042742,defense response to bacterium
AT4G37460,GO:0045892,negative regulation of DNA-templated transcription
AT4G37470,GO:0009640,photomorphogenesis
AT4G37470,GO:0009704,de-etiolation
AT4G37470,GO:0080167,response to karrikin
AT4G37480,,
AT4G37483,GO:0008150,biological_process
AT4G37490,GO:0000082,G1/S transition of mitotic cell cycle
AT4G37490,GO:0001558,regulation of cell growth
AT4G37490,GO:0010332,response to gamma radiation
AT4G37490,GO:0044772,mitotic cell cycle phase transition
AT4G37500,GO:0008150,biological_process
AT4G37510,GO:0006396,RNA processing
AT4G37510,GO:0010468,regulation of gene expression
AT4G37520,GO:0006979,response to oxidative stress
AT4G37520,GO:0042744,hydrogen peroxide catabolic process
AT4G37520,GO:0098869,cellular oxidant detoxification
AT4G37530,GO:0006979,response to oxidative stress
AT4G37530,GO:0042744,hydrogen peroxide catabolic process
AT4G37530,GO:0098869,cellular oxidant detoxification
AT4G37540,GO:0010468,regulation of gene expression
AT4G37540,GO:0045892,negative regulation of DNA-templated transcription
AT4G37550,,
AT4G37553,,
AT4G37560,,
AT4G37580,GO:0009640,photomorphogenesis
AT4G37580,GO:0009723,response to ethylene
AT4G37580,GO:0009734,auxin-activated signaling pathway
AT4G37580,GO:0009826,unidimensional cell growth
AT4G37590,GO:0009908,flower development
AT4G37590,GO:0009911,positive regulation of flower development
AT4G37590,GO:0009958,positive gravitropism
AT4G37590,GO:0016567,protein ubiquitination
AT4G37590,GO:0071365,cellular response to auxin stimulus
AT4G37590,GO:1901703,protein localization involved in auxin polar transport
AT4G37590,GO:2000012,regulation of auxin polar transport
AT4G37608,,
AT4G37610,GO:0006355,regulation of DNA-templated transcription
AT4G37610,GO:0009409,response to cold
AT4G37610,GO:0009733,response to auxin
AT4G37610,GO:0009751,response to salicylic acid
AT4G37610,GO:0016567,protein ubiquitination
AT4G37610,GO:0042542,response to hydrogen peroxide
AT4G37630,GO:0000082,G1/S transition of mitotic cell cycle
AT4G37630,GO:0042023,DNA endoreduplication
AT4G37640,GO:0070588,calcium ion transmembrane transport
AT4G37650,GO:0006355,regulation of DNA-templated transcription
AT4G37650,GO:0008356,asymmetric cell division
AT4G37650,GO:0009956,radial pattern formation
AT4G37650,GO:0032350,regulation of hormone metabolic process
AT4G37650,GO:0045930,negative regulation of mitotic cell cycle
AT4G37650,GO:0048366,leaf development
AT4G37650,GO:0060586,multicellular organismal-level iron ion homeostasis
AT4G37660,GO:0006412,translation
AT4G37670,GO:0006526,L-arginine biosynthetic process
AT4G37680,GO:0009725,response to hormone
AT4G37680,GO:0009744,response to sucrose
AT4G37682,,
AT4G37685,,
AT4G37690,GO:0051070,galactomannan biosynthetic process
AT4G37700,,
AT4G37710,GO:0071456,cellular response to hypoxia
AT4G37720,GO:0007165,signal transduction
AT4G37720,GO:0008283,cell population proliferation
AT4G37720,GO:0030154,cell differentiation
AT4G37730,GO:0006355,regulation of DNA-templated transcription
AT4G37730,GO:0045893,positive regulation of DNA-templated transcription
AT4G37740,GO:0006351,DNA-templated transcription
AT4G37740,GO:0006355,regulation of DNA-templated transcription
AT4G37740,GO:0008285,negative regulation of cell population proliferation
AT4G37740,GO:0032502,developmental process
AT4G37740,GO:0048364,root development
AT4G37740,GO:0099402,plant organ development
AT4G37750,GO:0006355,regulation of DNA-templated transcription
AT4G37750,GO:0007276,gamete generation
AT4G37750,GO:0010492,maintenance of shoot apical meristem identity
AT4G37750,GO:0010601,positive regulation of auxin biosynthetic process
AT4G37750,GO:0019760,glucosinolate metabolic process
AT4G37750,GO:0042127,regulation of cell population proliferation
AT4G37750,GO:0051301,cell division
AT4G37750,GO:1905392,plant organ morphogenesis
AT4G37760,GO:0009611,response to wounding
AT4G37760,GO:0009753,response to jasmonic acid
AT4G37760,GO:0016126,sterol biosynthetic process
AT4G37770,GO:0006520,amino acid metabolic process
AT4G37770,GO:0009693,ethylene biosynthetic process
AT4G37780,GO:0006355,regulation of DNA-templated transcription
AT4G37780,GO:0009664,plant-type cell wall organization
AT4G37790,GO:0006355,regulation of DNA-templated transcription
AT4G37790,GO:0006357,regulation of transcription by RNA polymerase II
AT4G37790,GO:0009414,response to water deprivation
AT4G37790,GO:0009735,response to cytokinin
AT4G37790,GO:0009737,response to abscisic acid
AT4G37790,GO:0009738,abscisic acid-activated signaling pathway
AT4G37790,GO:0045892,negative regulation of DNA-templated transcription
AT4G37800,GO:0005975,carbohydrate metabolic process
AT4G37800,GO:0009611,response to wounding
AT4G37800,GO:0009888,tissue development
AT4G37800,GO:0010411,xyloglucan metabolic process
AT4G37800,GO:0042546,cell wall biogenesis
AT4G37800,GO:0044042,glucan metabolic process
AT4G37810,GO:0007165,signal transduction
AT4G37810,GO:0010052,guard cell differentiation
AT4G37810,GO:0010374,stomatal complex development
AT4G37810,GO:0090706,specification of plant organ position
AT4G37810,GO:0160109,plant gross anatomical part developmental process
AT4G37820,GO:0008150,biological_process
AT4G37830,GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen"
AT4G37840,GO:0001678,intracellular glucose homeostasis
AT4G37840,GO:0005975,carbohydrate metabolic process
AT4G37840,GO:0006096,glycolytic process
AT4G37840,GO:0006970,response to osmotic stress
AT4G37840,GO:0006974,DNA damage response
AT4G37840,GO:0006979,response to oxidative stress
AT4G37840,GO:0009408,response to heat
AT4G37840,GO:0009409,response to cold
AT4G37840,GO:0009414,response to water deprivation
AT4G37840,GO:0009651,response to salt stress
AT4G37840,GO:0010224,response to UV-B
AT4G37840,GO:0019318,hexose metabolic process
AT4G37840,GO:0051156,glucose 6-phosphate metabolic process
AT4G37850,GO:0006355,regulation of DNA-templated transcription
AT4G37860,GO:0006334,nucleosome assembly
AT4G37860,GO:0006360,transcription by RNA polymerase I
AT4G37870,GO:0006094,gluconeogenesis
AT4G37870,GO:0016036,cellular response to phosphate starvation
AT4G37870,GO:0050832,defense response to fungus
AT4G37880,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
AT4G37890,GO:0010197,polar nucleus fusion
AT4G37890,GO:0160109,plant gross anatomical part developmental process
AT4G37895,GO:0008150,biological_process
AT4G37900,GO:0010928,regulation of auxin mediated signaling pathway
AT4G37900,GO:0071470,cellular response to osmotic stress
AT4G37900,GO:2000028,"regulation of photoperiodism, flowering"
AT4G37910,GO:0006457,protein folding
AT4G37910,GO:0009408,response to heat
AT4G37910,GO:0016226,iron-sulfur cluster assembly
AT4G37910,GO:0017004,cytochrome complex assembly
AT4G37910,GO:0042026,protein refolding
AT4G37910,GO:0140964,intracellular auxin homeostasis
AT4G37920,GO:0009658,chloroplast organization
AT4G37920,GO:0032544,plastid translation
AT4G37925,GO:0010258,NADH dehydrogenase complex (plastoquinone) assembly
AT4G37930,GO:0006544,glycine metabolic process
AT4G37930,GO:0006545,glycine biosynthetic process
AT4G37930,GO:0006563,L-serine metabolic process
AT4G37930,GO:0007623,circadian rhythm
AT4G37930,GO:0009409,response to cold
AT4G37930,GO:0009416,response to light stimulus
AT4G37930,GO:0009626,plant-type hypersensitive response
AT4G37930,GO:0009853,photorespiration
AT4G37930,GO:0035999,tetrahydrofolate interconversion
AT4G37930,GO:0046653,tetrahydrofolate metabolic process
AT4G37940,GO:0006355,regulation of DNA-templated transcription
AT4G37940,GO:0006357,regulation of transcription by RNA polymerase II
AT4G37940,GO:0045944,positive regulation of transcription by RNA polymerase II
AT4G37950,GO:0005975,carbohydrate metabolic process
AT4G37970,GO:0009699,phenylpropanoid biosynthetic process
AT4G37970,GO:0009809,lignin biosynthetic process
AT4G37980,GO:0009617,response to bacterium
AT4G37980,GO:0009699,phenylpropanoid biosynthetic process
AT4G37980,GO:0009809,lignin biosynthetic process
AT4G37980,GO:0010597,green leaf volatile biosynthetic process
AT4G37990,GO:0009617,response to bacterium
AT4G37990,GO:0009699,phenylpropanoid biosynthetic process
AT4G37990,GO:0009809,lignin biosynthetic process
AT4G38000,GO:0006355,regulation of DNA-templated transcription
AT4G38000,GO:0010227,floral organ abscission
AT4G38000,GO:0045893,positive regulation of DNA-templated transcription
AT4G38005,GO:0008150,biological_process
AT4G38010,GO:0009451,RNA modification
AT4G38010,GO:0016070,RNA metabolic process
AT4G38020,GO:0006396,RNA processing
AT4G38030,GO:0005975,carbohydrate metabolic process
AT4G38040,GO:0009101,glycoprotein biosynthetic process
AT4G38050,GO:0055085,transmembrane transport
AT4G38060,,
AT4G38062,,
AT4G38065,GO:0008150,biological_process
AT4G38065,GO:0045944,positive regulation of transcription by RNA polymerase II
AT4G38070,GO:0006355,regulation of DNA-templated transcription
AT4G38080,GO:0008150,biological_process
AT4G38090,,
AT4G38092,GO:0051168,nuclear export
AT4G38092,GO:0051169,nuclear transport
AT4G38100,,
AT4G38120,GO:0008150,biological_process
AT4G38130,GO:0009294,DNA-mediated transformation
AT4G38130,GO:0009861,jasmonic acid and ethylene-dependent systemic resistance
AT4G38130,GO:0040029,epigenetic regulation of gene expression
AT4G38130,GO:0042742,defense response to bacterium
AT4G38130,GO:0045892,negative regulation of DNA-templated transcription
AT4G38130,GO:1901001,negative regulation of response to salt stress
AT4G38130,GO:1902459,positive regulation of stem cell population maintenance
AT4G38130,GO:2000026,regulation of multicellular organismal development
AT4G38140,GO:0016567,protein ubiquitination
AT4G38150,GO:0008150,biological_process
AT4G38160,GO:0008033,tRNA processing
AT4G38160,GO:0009658,chloroplast organization
AT4G38170,GO:0006355,regulation of DNA-templated transcription
AT4G38180,GO:0006355,regulation of DNA-templated transcription
AT4G38190,GO:0009833,plant-type primary cell wall biogenesis
AT4G38190,GO:0009846,pollen germination
AT4G38190,GO:0030244,cellulose biosynthetic process
AT4G38200,GO:0016192,vesicle-mediated transport
AT4G38200,GO:0032012,regulation of ARF protein signal transduction
AT4G38210,GO:0000768,syncytium formation by cell-cell fusion
AT4G38210,GO:0009664,plant-type cell wall organization
AT4G38210,GO:0009826,unidimensional cell growth
AT4G38210,GO:0009828,plant-type cell wall loosening
AT4G38213,GO:0008150,biological_process
AT4G38215,GO:0008150,biological_process
AT4G38220,GO:0006520,amino acid metabolic process
AT4G38220,GO:0010043,response to zinc ion
AT4G38225,GO:0008150,biological_process
AT4G38230,GO:0035556,intracellular signal transduction
AT4G38240,GO:0006487,protein N-linked glycosylation
AT4G38240,GO:0006491,N-glycan processing
AT4G38240,GO:0006972,hyperosmotic response
AT4G38240,GO:0009101,glycoprotein biosynthetic process
AT4G38250,GO:0003333,amino acid transmembrane transport
AT4G38250,GO:0015804,neutral amino acid transport
AT4G38250,GO:1902475,L-alpha-amino acid transmembrane transport
AT4G38260,GO:0008150,biological_process
AT4G38270,GO:0045489,pectin biosynthetic process
AT4G38280,GO:0008150,biological_process
AT4G38290,GO:0009725,response to hormone
AT4G38290,GO:0009744,response to sucrose
AT4G38300,GO:0005975,carbohydrate metabolic process
AT4G38300,GO:0045493,xylan catabolic process
AT4G38310,,
AT4G38320,GO:0009725,response to hormone
AT4G38320,GO:0009744,response to sucrose
AT4G38330,GO:0008150,biological_process
AT4G38340,GO:0006355,regulation of DNA-templated transcription
AT4G38340,GO:0042128,nitrate assimilation
AT4G38340,GO:0045893,positive regulation of DNA-templated transcription
AT4G38350,GO:0015918,sterol transport
AT4G38350,GO:0048868,pollen tube development
AT4G38350,GO:0090153,regulation of sphingolipid biosynthetic process
AT4G38360,GO:0007033,vacuole organization
AT4G38360,GO:0012501,programmed cell death
AT4G38360,GO:0055085,transmembrane transport
AT4G38360,GO:0098876,vesicle-mediated transport to the plasma membrane
AT4G38360,GO:1900458,negative regulation of brassinosteroid mediated signaling pathway
AT4G38370,GO:0008150,biological_process
AT4G38380,GO:0042908,xenobiotic transport
AT4G38380,GO:0055085,transmembrane transport
AT4G38390,,
AT4G38400,GO:0009826,unidimensional cell growth
AT4G38400,GO:0009828,plant-type cell wall loosening
AT4G38401,GO:0008150,biological_process
AT4G38405,GO:0008150,biological_process
AT4G38410,GO:0009409,response to cold
AT4G38410,GO:0009414,response to water deprivation
AT4G38410,GO:0009415,response to water
AT4G38410,GO:0009737,response to abscisic acid
AT4G38420,,
AT4G38430,GO:0009860,pollen tube growth
AT4G38430,GO:0080092,regulation of pollen tube growth
AT4G38430,GO:2000012,regulation of auxin polar transport
AT4G38440,GO:0030154,cell differentiation
AT4G38460,GO:0008299,isoprenoid biosynthetic process
AT4G38460,GO:0043693,monoterpene biosynthetic process
AT4G38470,GO:0006468,protein phosphorylation
AT4G38470,GO:0007165,signal transduction
AT4G38470,GO:0009658,chloroplast organization
AT4G38470,GO:0009737,response to abscisic acid
AT4G38470,GO:0071456,cellular response to hypoxia
AT4G38480,GO:0008150,biological_process
AT4G38490,GO:0006605,protein targeting
AT4G38490,GO:0006886,intracellular protein transport
AT4G38490,GO:0071806,protein transmembrane transport
AT4G38490,GO:0090351,seedling development
AT4G38495,GO:0006338,chromatin remodeling
AT4G38495,GO:0010104,regulation of ethylene-activated signaling pathway
AT4G38495,GO:0010628,positive regulation of gene expression
AT4G38495,GO:0040029,epigenetic regulation of gene expression
AT4G38500,,
AT4G38510,GO:0007035,vacuolar acidification
AT4G38510,GO:0030835,negative regulation of actin filament depolymerization
AT4G38510,GO:0046034,ATP metabolic process
AT4G38510,GO:0051017,actin filament bundle assembly
AT4G38510,GO:0051693,actin filament capping
AT4G38510,GO:1902600,proton transmembrane transport
AT4G38520,GO:1902531,regulation of intracellular signal transduction
AT4G38530,GO:0006629,lipid metabolic process
AT4G38530,GO:0006950,response to stress
AT4G38530,GO:0007165,signal transduction
AT4G38530,GO:0035556,intracellular signal transduction
AT4G38530,GO:0048015,phosphatidylinositol-mediated signaling
AT4G38530,GO:0051209,release of sequestered calcium ion into cytosol
AT4G38540,GO:0002239,response to oomycetes
AT4G38545,,
AT4G38550,,
AT4G38552,,
AT4G38560,,
AT4G38570,GO:0006661,phosphatidylinositol biosynthetic process
AT4G38570,GO:0008654,phospholipid biosynthetic process
AT4G38580,GO:0010286,heat acclimation
AT4G38590,GO:0005975,carbohydrate metabolic process
AT4G38590,GO:0009827,plant-type cell wall modification
AT4G38590,GO:0019388,galactose catabolic process
AT4G38600,GO:0000209,protein polyubiquitination
AT4G38600,GO:0006511,ubiquitin-dependent protein catabolic process
AT4G38600,GO:0010091,trichome branching
AT4G38600,GO:0016567,protein ubiquitination
AT4G38600,GO:0042023,DNA endoreduplication
AT4G38600,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
AT4G38620,GO:0006355,regulation of DNA-templated transcription
AT4G38620,GO:0010224,response to UV-B
AT4G38620,GO:0045892,negative regulation of DNA-templated transcription
AT4G38620,GO:1903086,negative regulation of sinapate ester biosynthetic process
AT4G38620,GO:2000762,regulation of phenylpropanoid metabolic process
AT4G38630,GO:0006511,ubiquitin-dependent protein catabolic process
AT4G38630,GO:0006974,DNA damage response
AT4G38630,GO:0009408,response to heat
AT4G38630,GO:0009555,pollen development
AT4G38630,GO:0009651,response to salt stress
AT4G38630,GO:0009733,response to auxin
AT4G38630,GO:0009735,response to cytokinin
AT4G38630,GO:0009737,response to abscisic acid
AT4G38630,GO:0009744,response to sucrose
AT4G38630,GO:0010029,regulation of seed germination
AT4G38630,GO:0010150,leaf senescence
AT4G38630,GO:0030163,protein catabolic process
AT4G38630,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
AT4G38630,GO:0043248,proteasome assembly
AT4G38630,GO:0048366,leaf development
AT4G38630,GO:0048455,stamen formation
AT4G38630,GO:0048528,post-embryonic root development
AT4G38630,GO:0048767,root hair elongation
AT4G38630,GO:0051788,response to misfolded protein
AT4G38630,GO:0080129,proteasome core complex assembly
AT4G38640,GO:0055085,transmembrane transport
AT4G38650,GO:0005975,carbohydrate metabolic process
AT4G38660,GO:0006952,defense response
AT4G38670,GO:0006952,defense response
AT4G38680,GO:0009269,response to desiccation
AT4G38680,GO:0009409,response to cold
AT4G38680,GO:0009414,response to water deprivation
AT4G38680,GO:0009631,cold acclimation
AT4G38680,GO:0009737,response to abscisic acid
AT4G38680,GO:0010228,vegetative to reproductive phase transition of meristem
AT4G38680,GO:0034337,RNA folding
AT4G38680,GO:0043457,regulation of cellular respiration
AT4G38680,GO:0048316,seed development
AT4G38680,GO:0048443,stamen development
AT4G38690,GO:0006629,lipid metabolic process
AT4G38690,GO:0007165,signal transduction
AT4G38690,GO:0016042,lipid catabolic process
AT4G38700,,
AT4G38710,GO:0006413,translational initiation
AT4G38730,GO:0015693,magnesium ion transport
AT4G38730,GO:1903830,magnesium ion transmembrane transport
AT4G38740,GO:0001932,regulation of protein phosphorylation
AT4G38740,GO:0006457,protein folding
AT4G38740,GO:0007165,signal transduction
AT4G38740,GO:0009416,response to light stimulus
AT4G38740,GO:0009585,"red, far-red light phototransduction"
AT4G38740,GO:0009704,de-etiolation
AT4G38740,GO:0009742,brassinosteroid mediated signaling pathway
AT4G38740,GO:0009785,blue light signaling pathway
AT4G38760,GO:0006405,RNA export from nucleus
AT4G38760,GO:0006606,protein import into nucleus
AT4G38770,GO:0009739,response to gibberellin
AT4G38775,GO:0008150,biological_process
AT4G38780,GO:0000398,"mRNA splicing, via spliceosome"
AT4G38780,GO:0045292,"mRNA cis splicing, via spliceosome"
AT4G38781,GO:0008150,biological_process
AT4G38790,GO:0006621,protein retention in ER lumen
AT4G38790,GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"
AT4G38800,GO:0009116,nucleoside metabolic process
AT4G38800,GO:0010087,phloem or xylem histogenesis
AT4G38800,GO:0033353,L-methionine cycle
AT4G38810,,
AT4G38820,,
AT4G38825,GO:0009733,response to auxin
AT4G38830,GO:0006955,immune response
AT4G38830,GO:0007165,signal transduction
AT4G38830,GO:0009737,response to abscisic acid
AT4G38840,GO:0009409,response to cold
AT4G38840,GO:0009733,response to auxin
AT4G38850,GO:0009642,response to light intensity
AT4G38850,GO:0009733,response to auxin
AT4G38860,GO:0009639,response to red or far red light
AT4G38860,GO:0009733,response to auxin
AT4G38860,GO:0009737,response to abscisic acid
AT4G38860,GO:0009741,response to brassinosteroid
AT4G38870,GO:0008150,biological_process
AT4G38880,GO:0006164,purine nucleotide biosynthetic process
AT4G38880,GO:0006189,'de novo' IMP biosynthetic process
AT4G38880,GO:0009113,purine nucleobase biosynthetic process
AT4G38890,GO:0002943,tRNA dihydrouridine synthesis
AT4G38890,GO:0008033,tRNA processing
AT4G38900,GO:0006355,regulation of DNA-templated transcription
AT4G38900,GO:0090567,reproductive shoot system development
AT4G38905,,
AT4G38910,GO:0006355,regulation of DNA-templated transcription
AT4G38910,GO:0009723,response to ethylene
AT4G38920,GO:1902600,proton transmembrane transport
AT4G38930,GO:0006511,ubiquitin-dependent protein catabolic process
AT4G38930,GO:0010498,proteasomal protein catabolic process
AT4G38930,GO:0034614,cellular response to reactive oxygen species
AT4G38930,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
AT4G38930,GO:1902882,regulation of response to oxidative stress
AT4G38932,,
AT4G38940,GO:0016567,protein ubiquitination
AT4G38950,GO:0007018,microtubule-based movement
AT4G38960,GO:0006355,regulation of DNA-templated transcription
AT4G38960,GO:0007623,circadian rhythm
AT4G38960,GO:0009416,response to light stimulus
AT4G38960,GO:0009640,photomorphogenesis
AT4G38960,GO:0010100,negative regulation of photomorphogenesis
AT4G38960,GO:0010228,vegetative to reproductive phase transition of meristem
AT4G38970,GO:0006094,gluconeogenesis
AT4G38970,GO:0006096,glycolytic process
AT4G38970,GO:0009737,response to abscisic acid
AT4G38970,GO:0030388,"fructose 1,6-bisphosphate metabolic process"
AT4G38980,GO:0008150,biological_process
AT4G38990,GO:0005975,carbohydrate metabolic process
AT4G38990,GO:0008150,biological_process
AT4G39000,GO:0005975,carbohydrate metabolic process
AT4G39010,GO:0005975,carbohydrate metabolic process
AT4G39010,GO:0009828,plant-type cell wall loosening
AT4G39010,GO:0010047,fruit dehiscence
AT4G39010,GO:1990059,fruit valve development
AT4G39020,,
AT4G39030,GO:0006952,defense response
AT4G39030,GO:0009624,response to nematode
AT4G39030,GO:0009697,salicylic acid biosynthetic process
AT4G39030,GO:0009751,response to salicylic acid
AT4G39030,GO:0031348,negative regulation of defense response
AT4G39030,GO:0042742,defense response to bacterium
AT4G39030,GO:0042908,xenobiotic transport
AT4G39030,GO:0045087,innate immune response
AT4G39030,GO:0055085,transmembrane transport
AT4G39040,,
AT4G39050,GO:0007018,microtubule-based movement
AT4G39050,GO:0030705,cytoskeleton-dependent intracellular transport
AT4G39050,GO:0031347,regulation of defense response
AT4G39060,GO:0008150,biological_process
AT4G39070,GO:0006355,regulation of DNA-templated transcription
AT4G39070,GO:0009640,photomorphogenesis
AT4G39070,GO:0009741,response to brassinosteroid
AT4G39070,GO:1900458,negative regulation of brassinosteroid mediated signaling pathway
AT4G39070,GO:2000306,positive regulation of photomorphogenesis
AT4G39080,GO:0007035,vacuolar acidification
AT4G39080,GO:0015986,proton motive force-driven ATP synthesis
AT4G39080,GO:1902600,proton transmembrane transport
AT4G39080,GO:2000012,regulation of auxin polar transport
AT4G39090,GO:0006508,proteolysis
AT4G39090,GO:0006970,response to osmotic stress
AT4G39090,GO:0009414,response to water deprivation
AT4G39090,GO:0009651,response to salt stress
AT4G39090,GO:0030163,protein catabolic process
AT4G39090,GO:0042742,defense response to bacterium
AT4G39100,GO:0006355,regulation of DNA-templated transcription
AT4G39100,GO:0009791,post-embryonic development
AT4G39100,GO:0010228,vegetative to reproductive phase transition of meristem
AT4G39100,GO:0045814,"negative regulation of gene expression, epigenetic"
AT4G39100,GO:2000028,"regulation of photoperiodism, flowering"
AT4G39110,GO:0009555,pollen development
AT4G39110,GO:0080092,regulation of pollen tube growth
AT4G39120,GO:0000105,L-histidine biosynthetic process
AT4G39120,GO:0006021,inositol biosynthetic process
AT4G39130,GO:0006457,protein folding
AT4G39130,GO:0009414,response to water deprivation
AT4G39130,GO:0009415,response to water
AT4G39130,GO:0009631,cold acclimation
AT4G39130,GO:0009737,response to abscisic acid
AT4G39130,GO:0050821,protein stabilization
AT4G39140,,
AT4G39150,,
AT4G39160,GO:0045945,positive regulation of transcription by RNA polymerase III
AT4G39160,GO:0070898,RNA polymerase III preinitiation complex assembly
AT4G39170,GO:0006892,post-Golgi vesicle-mediated transport
AT4G39170,GO:0120009,intermembrane lipid transfer
AT4G39180,GO:0006656,phosphatidylcholine biosynthetic process
AT4G39180,GO:0006892,post-Golgi vesicle-mediated transport
AT4G39180,GO:0120009,intermembrane lipid transfer
AT4G39190,,
AT4G39200,GO:0008150,biological_process
AT4G39210,GO:0005978,glycogen biosynthetic process
AT4G39210,GO:0019252,starch biosynthetic process
AT4G39220,GO:0006621,protein retention in ER lumen
AT4G39220,GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"
AT4G39230,GO:0009807,lignan biosynthetic process
AT4G39235,GO:0008150,biological_process
AT4G39240,,
AT4G39250,GO:0006355,regulation of DNA-templated transcription
AT4G39260,GO:0000380,"alternative mRNA splicing, via spliceosome"
AT4G39260,GO:0006858,extracellular transport
AT4G39260,GO:0009409,response to cold
AT4G39260,GO:0010043,response to zinc ion
AT4G39260,GO:0045087,innate immune response
AT4G39260,GO:0050658,RNA transport
AT4G39260,GO:0050688,regulation of defense response to virus
AT4G39260,GO:1990428,miRNA transport
AT4G39270,GO:0009755,hormone-mediated signaling pathway
AT4G39280,GO:0006432,phenylalanyl-tRNA aminoacylation
